,gwb_code_2017,pharmacy_distance,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpraktijk, berekend over de weg",GP_1km,Aantal huisartsenpraktijken binnen 3 km,Aantal huisartsenpraktijken binnen 5 km,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpost, berekend over de weg",hospital_distance,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot het dichtstbijzijnde ziekenhuis (exclusief buitenpolikliniek), berekend over de weg",Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot de dichtstbijzijnde winkel met overige dagelijkse levensmiddelen, berekend over de weg",shops_1km,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 3 km over de weg te bereiken is,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde grote supermarkt, berekend over de weg",supermarkets_1km,Het aantal grote supermarkten dat vanaf het adres binnen 3 km over de weg te bereiken is,Het aantal grote supermarkten dat vanaf het adres binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde school voor basisonderwijs, berekend over de weg",schools_1km,Aantal scholen voor basisonderwijs binnen 3 km,Aantal scholen voor basisonderwijs binnen 5 km,Aantal kinderdagverblijven binnen 1 km,Aantal kinderdagverblijven binnen 3 km,Aantal kinderdagverblijven binnen 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde hotel, berekend over de weg",Aantal hotels dat vanaf het adres binnen 20 km over de weg te bereiken is,"Afstand in meters van een adres tot het dichtstbijzijnde restaurant, berekend over de weg",restaurants_1km,Aantal restaurants binnen 3 km over de weg te bereiken,Aantal restaurants binnen 5 km over de weg te bereiken,"Afstand in meters van een adres tot het dichtstbijzijnde caf , berekend over de weg",Aantal caf s binnen een straal van 1 km,Aantal caf s binnen een straal van 3 km,Aantal caf s binnen een straal van 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde belangrijk overstapstation, berekend over de weg","Afstand in meters van een adres tot de dichtstbijzijnde oprit van een hoofdverkeersweg, berekend over de weg",distance_train_station_meters,"Afstand in meters van een adres tot de dichtstbijzijnde bibliotheek, berekend over de weg",distance_swimming_pool_meters,Aantal musea binnen 20 km,cinemas_5km,Aantal bioscopen binnen 10 km,Aantal bioscopen binnen 20 km,"Bruto inkomen huishouden, voorlopig inkomen 2017, na revisie","Netto huur, na revisie",rent_monthly,gwb_code_8,gwb_code_10,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_00_14,a_15_24,a_25_44,a_45_64,a_65_oo,a_ongeh,a_gehuwd,a_gesch,a_verwed,a_w_all,a_nw_all,a_marok,a_antaru,a_suri,a_tur,a_ov_nw,a_geb,p_geb,a_ste,p_ste,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_woz,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,a_inkont,g_ink_po,g_ink_pi,p_ink_li,p_ink_hi,p_n_act,p_hh_li,p_hh_hi,p_hh_lkk,p_hh_osm,a_soz_wb,a_soz_ao,a_soz_ww,a_soz_ow,g_wodief,g_vernoo,g_gewsek,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,g_afs_hp,g_afs_gs,g_afs_kv,g_afs_sc,g_3km_sc,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad
2709,03637301,1254,533,1,7,24,4723,4723,1,4,16,4723,1,2,12,1124,0,36,81,1077,0,9,20,1229,0,12,32,2,12,27,2336,444,1077,0,18,74,1083,0,8,26,7061,1468,5666,1657,3268,63,1,14,19,14002,0,233.85,3637301,BU03637301,Schellingwoude Oost,Amsterdam,Buurt,BU03637301,1,605,295,305,135,45,120,210,100,350,215,35,15,80,35,0,5,10,10,10,,,,,250,75,80,105,"2,4",917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,66,2,1023,1,4,986
2710,03637303,4049,2646,0,1,5,7519,6519,0,4,16,7344,0,2,12,3939,0,0,14,2229,0,1,6,2710,0,1,6,0,0,8,123,432,2229,0,1,11,3671,0,0,5,8110,2730,6476,4003,6446,61,0,11,19,196933,,1188.76333333333,3637303,BU03637303,Durgerdam,Amsterdam,Buurt,BU03637303,1,500,260,240,100,55,95,175,85,260,200,35,20,60,15,0,0,5,0,15,,,,,200,50,70,90,"2,5",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,255,38,1026,1,5,101
2711,03637402,2172,2023,0,7,23,2235,2235,1,4,17,2235,1,2,12,,,,,,,,,476,1,14,33,,,,,,,,,,,,,,,,,2108,2134,63,1,14,19,72868.652840098,1137,1367.09085534227,3637402,BU03637402,Elzenhagen Noord,Amsterdam,Buurt,BU03637402,1,2390,1185,1200,635,235,760,575,190,1405,805,145,50,355,760,145,30,190,135,265,,,,,885,215,195,485,"2,7",5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,48,3,1022,5,2,2129
2712,03637500,306.347590617331,364.346605079205,11.853095444455,67.2088436611166,118.6433573739,1925.34759061733,1925.34759061733,5,8.37168019777361,21,1925.34759061733,4,7.37168019777361,15,67.2000966927069,84.7548203294677,547.659167530579,908.080493402782,147.083282628382,9.3398162355495,63.9203400944397,122.386717769447,234.1348810638,10.6123878211143,45.853095444455,94.4026497505594,27.0150375716738,126.066350240546,219.386717769447,405.311092582904,472.806193910557,144.709859176076,92.4866598788776,956.621784591545,1664.59818374666,139.040960097512,57.222986823352,433.048507616124,695.469894400544,3066.55184577059,1572.169716509,3021.58883301985,873.180571725969,1323.34759061733,69.8061939105572,12,15.8061939105572,19.8061939105572,53151.5517804989,780,818.245696940348,3637500,BU03637500,Kortenaerkwartier,Amsterdam,Buurt,BU03637500,1,2235,1110,1125,320,320,840,565,200,1560,515,135,40,420,615,215,25,75,110,195,,,,,1160,565,285,320,"1,9",23293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,1057,1,1,12026
2713,03637502,522.963625345144,261.187593607719,7.24694010826283,62.1065589833972,114.017543654803,2168.92757028264,2168.92757028264,5.23037284066006,9,21,2168.92757028264,4.23037284066006,8,15,198.317607469195,72.5868294098814,478.730855151295,904.319605556462,447.6466939551,8.4962883032029,58.293366885736,120.716753375473,186.207305368028,11.5307093675156,46.51191284483,93.2469401082628,21.3808405655099,122.875243416761,215.565419212766,297.836694456622,472,169.276643545563,75.2491881177918,811.540167359666,1653.79712610382,164.185468543177,46.8911092180439,340.229646678784,693.477835583649,3391.78262663581,1796.06409806351,2796.08886353464,1034.55682023171,1566.93611523381,68.7696271593399,12,15,19,36364.4068438515,659.449794896023,890.362438953485,3637502,BU03637502,De Wester Quartier,Amsterdam,Buurt,BU03637502,1,1830,910,915,290,235,745,415,150,1200,460,140,40,320,800,280,25,95,180,225,,,,,955,495,195,270,"1,9",25842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,1057,1,1,12417
2714,03637503,529.561667911031,165.126601343913,9.10876664177939,61.6631499626691,121.108766641779,2118.88394876808,2118.88394876808,5.55438332088969,9,20.4456166791103,2118.88394876808,4.55438332088969,8,14.4456166791103,204.536548618756,88,450.108766641779,923.087666417794,442.256468209678,10.1087666417794,61.2175332835588,126.217533283559,354.382316007154,11.4456166791103,47.7719166044485,94.5543833208897,22.1087666417794,124.108766641779,219.880683246228,483.702084888788,472,168,94.6631499626691,766.108766641779,1665.20698317157,99.7581009706039,51.6631499626691,313.119316753772,695.44561667911,3606.43833208897,1764.88394876808,2561.04621951626,999.737000746618,1516.88394876808,69,12,15,19,35672.703342493,538.232102463841,720.762506884031,3637503,BU03637503,Van Brakelkwartier,Amsterdam,Buurt,BU03637503,1,1035,460,575,190,110,390,250,100,675,270,80,25,125,505,220,10,55,130,95,,,,,485,200,120,170,"2,1",23203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1057,1,1,11507
2715,03637600,582.325634586319,455.755783453101,4.53172483201114,25.7872367207818,73.290052631305,2418.01284040403,2418.01284040403,3.03001339863334,7.22736362842043,18.5532276004874,2418.01284040403,2.80264977021291,6.22736362842043,14,325.827132306143,18.9596432658121,130.92778926544,488.770415146107,602.042756530574,4.64384597295493,25.568844100084,76.7850821607207,239.684788714449,5.97850458824656,25.4115866517979,64.4039242314696,2.25327143985067,29.789052585192,132.558121700778,734.801222235195,470.466539840338,281.173517971968,9.22959431505279,87.2535372981085,621.06424849643,483.721386052356,2.55206978256548,54.0045158416659,258.390698616874,2387.11921836226,689.186041326897,2387.11921836226,885.019352021822,1758.71788505225,67.4993370970556,4.81045516548167,16,19.1973502297871,48976.2357601442,381.281006421244,909.937837942188,3637600,BU03637600,Buurt 3,Amsterdam,Buurt,BU03637600,1,6155,3185,2965,1300,700,2060,1430,670,3645,1815,540,170,840,3665,1450,55,320,1070,770,,,,,3000,1580,465,965,"2,0",9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,68,2,1063,1,1,3672
2716,03637700,585.238071477691,616.456639465539,3.42441607435549,29.6112043971478,76.2082451930835,1711.422520174,1711.422520174,3.30633858765614,7.30633858765614,19.213745280225,1711.422520174,3,6.30633858765614,14,192.225596758923,17.5274171432872,160.03512629453,502.858496948807,449.930837315443,5.41796026277192,29.808219919212,80.0890024105255,423.871260732482,4.13802631440371,30.9892968893043,69.5628600409897,2.78048397246525,37.7724864896855,140.912262983927,452.13002804972,470.258347220467,329.969826702246,12.1276318037552,108.9039373903,658.645466480793,212.187906532603,4.79824360381508,63.0738239154201,266.869017827439,2961.07818909297,1058.49754969531,2728.13432759348,667.657001719581,1057.64446219885,66.9760578403405,4.28239642799669,15.3255283773023,19,30912.0903727654,372.127961916901,521.149154263915,3637700,BU03637700,Slotermeer Zuid,Amsterdam,Buurt,BU03637700,1,3365,1815,1550,535,360,1265,740,475,1965,890,410,110,415,2050,990,40,165,420,435,,,,,1940,1220,310,415,"1,7",8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41,3,1064,1,1,4504
2717,03637701,940.652012758512,796.687148046543,2.01015396795182,32.6003867074028,83.4897944941478,1312.9347020303,1312.9347020303,3.57032630688593,7.57032630688593,20,1312.9347020303,3,6.57032630688593,14,510.420402523811,7.2841448470356,189.301108584308,553.779235373086,587.535147754668,3.27642899523709,33.8995617546968,86.6154169076612,683.100973604665,2.42967369311407,35.5853565071444,75.0450906007753,1.84919341827633,45.4971088426078,146.165435278644,640.384563111981,470.429673693114,474.765597538187,7.43982766106589,131.831117446925,765.826082455396,473.193017667021,3.56788819073262,75.5373232110765,313.392317240395,3317.02846019946,1166.00359853726,2698.24619983028,1110.73237999973,870.836826606752,67.7235710047629,5.14309072992516,14.7211328886096,19,70171.9722300128,1237,1017.67623082749,3637701,BU03637701,Noordoever Sloterplas,Amsterdam,Buurt,BU03637701,1,3205,1580,1620,540,435,1090,790,360,2045,815,275,80,515,1315,440,35,170,295,375,,,,,1675,890,320,475,"1,9",9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,6,1064,1,1,3785
2718,03637702,568.690616239858,590.311662522619,4.58808884501499,19.6847030137881,55.6390251803346,2794.4109044788,2794.4109044788,2.00320605411915,7,18.5659196088882,2794.4109044788,2.00320605411915,6,14.5659196088882,452.153170469187,16.4834188011154,84.0467418056843,336.771638019271,582.978945572356,5.37507726324915,21.0558342213379,59.846830001917,349.714898948225,4.41173398858143,19.7511941917485,56.5447843720811,5.0880441608417,18.8628126292282,94.9187783907216,476.812727848735,470.351041597415,437.98933105755,11.5812508817301,56.7734749075677,329.791492103719,331.992194746389,2.99131610425932,23.3632318573224,153.717655867279,2218.90151628848,590.901516288481,2218.90151628848,610.227258704386,1366.88491766097,66.4755883197422,2.57756667145988,16,19.9081770656247,47281.6316192269,419.216376527597,942.962994720186,3637702,BU03637702,Buurt 4 Oost,Amsterdam,Buurt,BU03637702,1,3645,1845,1800,670,470,1215,820,475,2090,1155,295,115,640,2055,725,35,200,635,465,,,,,1740,855,335,560,"2,1",10658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,2,1063,1,1,3517
2719,03637703,556.245783600427,556.245783600427,6,20.8421684205613,59.4144144204986,2383.87168236591,2383.87168236591,3,7,18,2383.87168236591,3,6,14,196.245783600427,18.9257887010608,88.1768931585641,350.885769962368,439.716250767802,6,24.4562245607483,62.3441337195632,506.670858744921,6,19.2281122803742,60.2281122803742,4.61405614018708,18.8421684205613,101.712807401808,626.215816085477,471.344133719563,111.280532313331,10,53.4562245607483,366.077794102054,192.215816085477,4.65586628043685,29.0702807009354,162.368673682245,2866.96438192244,1238.96438192244,2866.96438192244,669.215816085477,930.245783600427,66,1.61405614018708,14,20,32358.2787765613,441.556471725794,594.782085855351,3637703,BU03637703,Buurt 5 Noord,Amsterdam,Buurt,BU03637703,1,3780,1925,1855,840,585,1200,845,315,2135,1205,380,65,265,3075,1575,25,215,815,450,,,,,1525,620,230,685,"2,5",16825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,1,1064,1,1,3791
2720,03637705,287.109509722344,287.109509722344,3.99004314740251,22.1904132481101,66.3144971151908,2126.28451401134,2126.28451401134,3,6.38803301575248,19.6936718604798,2126.28451401134,3,5.38803301575248,14.1117468639908,152.967792271991,14.2818559240976,106.539097292311,390.385918426391,223.304753534245,3.95035751038374,24.6870752520872,67.797353480504,664.233858777003,3.00896157036335,23.2964801999989,64.5969767860216,3.09679129319833,20.6845627201585,113.272505744679,890.810584952534,471.294948589636,284.430999456405,8.77939540776595,62.8018907547405,412.790983332833,308.955386475856,4.32551176660657,35.4630813014584,176.254926477988,3155.84077138261,1504.79324913977,3155.84077138261,818.643629423407,428.235547279855,66,1.38803301575248,13.8478815576692,19.4423969304663,25772.6466748612,286.866717796401,497.255093400967,3637705,BU03637705,Buurt 5 Zuid,Amsterdam,Buurt,BU03637705,1,3925,1975,1945,860,525,1310,810,420,2275,1220,320,115,360,2665,1265,25,175,780,430,,,,,1740,820,255,675,"2,2",12619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,1,1064,1,1,3408
2721,03637800,391.22940763667,391.22940763667,6,19.0493172501323,51.5906941981667,2915.8634939896,2915.8634939896,3,6,21,2915.8634939896,3,5,15,155.536428272011,16.880425437595,87.8398101778004,284.217871795229,301.574374206596,4.55978728120248,20.6596866459532,52.6721832297493,291.235742858759,3,16.0998993647507,60.2503808441199,2.88042543759504,15.4402127187975,77.2122953132975,1618.66786459731,472.389630604179,352.711477115261,6.76085087519007,48.2503808441199,217.781712181883,320.994387688754,3.07025731227269,18.3699554065248,105.134859387167,3670.35786238079,1373.62360135529,3670.35786238079,409.814674729965,1105.59423139847,68.119574562405,0,12,20,39990.7333347788,447.959969611434,580.197118517273,3637800,BU03637800,Buurt 6,Amsterdam,Buurt,BU03637800,1,3060,1490,1570,670,445,940,690,325,1740,945,295,90,280,2095,905,30,170,615,385,,,,,1335,555,245,545,"2,3",11651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,1,1067,1,1,3249
2722,03637801,523.342497026567,523.342497026567,4.33348595926242,14.7528778222853,46.410169962818,3490.08262795385,3490.08262795385,1.66697191852484,6,20.7996847903807,3490.08262795385,1.66697191852484,5,15,410.716197787901,11.6665140407376,63.8851963202433,242.263083077154,431.717978061639,4,16.917733665636,46.0766840035556,362.015211067801,2.82592225644443,12.8259222564444,53.4079040267833,2.40108276577771,13.2480379332892,55.6150349661601,2008.13779101986,473,479.578735239478,2.91137028241762,37.1786675882661,162.141863572786,544.282254214972,2.57834220094246,14.3334859592624,81.1198348041684,3930.77963937045,1337.80384940353,3930.77963937045,706.755168875217,1679.15967878478,69,0,12,20,57015.3653047025,612.326138848557,884.751167718542,3637801,BU03637801,Buurt 7,Amsterdam,Buurt,BU03637801,1,2805,1415,1390,705,360,855,540,355,1470,1070,190,85,335,1695,675,10,105,730,180,,,,,1095,400,215,490,"2,5",9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,1,1067,1,1,2681
2723,03637802,147.791580260478,147.791580260478,5.08562931361601,15.4069792837058,48.4429293734364,3187.97814397087,3187.97814397087,1.45718534319199,6.32134997008983,20.3573000598203,3187.97814397087,1.45718534319199,5.32134997008983,15,184.90298425846,16.8006869436534,70.6445587550006,261.591899068021,250.848607212347,4.39560606218395,16.9361481346018,47.3317541967858,263.056839253181,3.91218317465219,15.2733314223355,57.4091667954376,5.72736025896971,13.9952625903573,66.4145557007549,1347.54826725868,471.390868652541,365.326954081754,8.06858927504093,43.3050470980628,183.732852179079,401.57026922165,4.40034347182668,15.6635083935715,96.6061112969495,3243.95517484092,937.265578337296,3243.95517484092,416.167866174509,1464.679184229,68.2357206564738,0,12.3213499700898,20,34091.1942273488,582.215835890503,673.469599545826,3637802,BU03637802,Buurt 8,Amsterdam,Buurt,BU03637802,1,4100,2015,2085,880,560,1570,755,345,2430,1260,315,105,590,2790,925,40,260,1060,510,,,,,1790,810,325,665,"2,2",16424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,2,1067,1,1,3198
2724,03637803,545.667790845246,545.667790845246,4,14.6065342955974,42.9682857431206,3690.54700490039,3690.54700490039,1,5.60653429559741,19,3690.54700490039,1,4.60653429559741,15,196.676608130896,11.9098014433961,61.5004786105538,223.093070219927,249.267688889429,4,14.6065342955974,43.6065342955974,385.597492136216,3.3032671477987,13.9841428715603,49.5589629102783,5.3032671477987,11.6065342955974,49.8205601078999,1565.31689658592,472.696732852201,222.081413919117,5.51633573899352,36.4529072252348,152.560877352494,230.950640632785,2.60653429559741,14.6808757237616,75.3795230181782,3103.35597597271,563.735993925521,3103.35597597271,833.888675313798,1987.99091365343,69,0,12.3032671477987,20,40702.200447785,443.593396669101,779.88118535336,3637803,BU03637803,Buurt 9,Amsterdam,Buurt,BU03637803,1,5975,3050,2920,1300,790,1935,1330,625,3260,2015,525,180,590,4210,1825,65,290,1455,580,,,,,2605,1180,420,1015,"2,3",14893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,40,3,1067,1,1,2865
2725,03637804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19553.4798976275,501.759247963471,703.873944447141,3637804,BU03637804,Eendrachtspark,Amsterdam,Buurt,BU03637804,1,305,175,125,35,35,125,95,15,205,80,25,5,60,150,35,5,25,60,30,,,,,170,110,30,40,"1,7",2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,2,1067,1,2,2151
2726,03637901,833.014585186838,833.014585186838,2.81726447663619,12.2258967149543,36.4517934299086,4145.42321742516,4145.42321742516,1,5,20,4145.42321742516,1,4,15,831.014585186838,5.08632238318094,43.0863223831809,178.936657294406,831.014585186838,2.81726447663619,12.2258967149543,39.6345289532724,801.423217425156,1.40863223831809,10.8172644766362,41.8172644766362,2,9.40863223831809,35.4517934299086,2349.42321742516,477.591367761682,888.831849663474,2.40863223831809,22.6776901448628,114.989909242998,818.014585186838,1,9.63452895327238,51.3553802897257,4136.83184966347,1459.83184966347,3686.30212834113,1110.42321742516,2366.42321742516,69,0,12,20,62091.0754963579,590,856.981148807033,3637901,BU03637901,Buurt 10,Amsterdam,Buurt,BU03637901,1,2415,1190,1225,425,265,635,720,380,1090,1095,160,80,305,1140,315,30,180,415,205,,,,,1020,305,305,415,"2,4",7834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,1,1067,1,2,1740
2727,03638001,2411.56662596322,1531.49212430939,0,10.1522913819424,26.5591068988078,5461.50787569061,5461.50787569061,0,5,21,5461.50787569061,0,4,15,1909.49212430939,0,38.2364275952311,109.897767247019,1947.49212430939,0,10.1522913819424,26.7795534494039,1625.49212430939,0,13.5591068988078,31.3727379325385,0,9.18636896626926,23.3727379325385,1602.49212430939,490.593184483135,1739.65710866167,0,17.1182137976156,70.5250293144809,1718.1139828075,0,6.77955344940389,21.7795534494039,6009.50787569061,1466.49212430939,2362.49212430939,2443.49212430939,3629.10106017374,71,0,8.59318448313463,21,147651.702827948,,1589.02567799277,3638001,BU03638001,Osdorper Bovenpolder,Amsterdam,Buurt,BU03638001,1,790,400,390,120,85,175,260,150,395,315,55,35,110,110,20,5,25,30,35,,,,,345,120,105,130,"2,3",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,246,15,1067,1,3,1025
2728,03638100,347.454632406112,282.804001370646,4.507091585537,21.9886992503906,48.0703997577175,3827.11755187169,3186.04860437493,3,6,19.1605832684306,3186.04860437493,3,5,14.1605832684306,144.110211657321,27.8511686206842,101.697998246973,268.350041386331,252.009017622806,6.17914783627714,21.3612728007095,51.2442649772921,380.925803342648,3.12602615067266,24.5112130689874,54.1603878373686,3.26635647664989,19.9212975091635,78.0246486110527,659.51785862021,471.839416731569,166.624737750494,13.4542716629106,66.0079334617099,222.491852747736,233.2677470041,3.58911489235592,17.8910780153725,88.0005615859772,5088.97968223239,3232.48904920098,2933.13282453635,873.779361136305,2446.39717706691,66.0890576110514,0,12,19.0890576110514,45188.2576303277,499.743653689241,702.407094260935,3638100,BU03638100,Wildeman,Amsterdam,Buurt,BU03638100,1,4960,2405,2555,895,565,1395,1115,995,2520,1535,575,335,545,3115,1460,45,350,605,665,,,,,2535,1345,420,780,"2,0",15714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32,1,1068,1,1,3422
2729,03638101,829.006831507675,478.882464312348,2.87162200792575,22.8591457302605,52.1820818555096,3471.36083676765,2992.14481123001,3,6,19,2992.14481123001,3,5,14,589.709786200878,17.1696169284206,106.571022770576,296.979266558161,783.483932747624,3.22826084712706,23.8483093114918,54.5950391324606,877.377178328387,0.836976407713362,24.6464005646656,57.5014104364249,1,21.3807758471856,89.5113745312738,907.764880284849,470.706823031759,566.550051090589,9.8725112821192,70.4840089823723,259.199641784656,621.948943783314,3.11767709828914,19.6773030955605,106.944366091194,4733.02680695943,3061.39366375553,2807.0836574489,763.316036474937,2090.64153745822,66,0,12,19,30263.4710528432,312.698928814163,661.278743769934,3638101,BU03638101,Meer en Oever,Amsterdam,Buurt,BU03638101,1,3110,1605,1500,445,310,1020,760,580,1620,1045,310,145,615,1325,495,25,155,330,320,,,,,1650,825,465,370,"1,9",14952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,3,1068,1,1,2890
2730,03638102,493.667161467964,671.117337851293,3,21.8903321574445,58.7806643148889,3475.48914463433,2277.85903391518,3,7,19,2277.85903391518,3,6,14,191.55365862104,27.3698892808518,109.972103663815,340.258303936112,177.077936502002,4.36988928085184,24.8903321574445,62.1914393489261,718.868188327813,1.63011071914816,26.8903321574445,60.0408857531853,2,24.1505535957408,102.122657259556,451.077936502002,468.369889280852,178.321333518929,16.2602214382963,69.4107750340371,337.709964723334,212.994247493447,4.63011071914816,16.5204428765926,126.122657259556,5512.34582794904,2562.85903391518,2023.48914463433,287.715717229888,2869.71571722989,66,0.630110719148158,13,19,38861.73755019,578.429992675781,984.693854845096,3638102,BU03638102,Osdorpplein e.o.,Amsterdam,Buurt,BU03638102,1,2980,1455,1525,510,410,1015,630,420,1625,960,280,125,385,1780,855,25,205,325,375,,,,,1420,645,340,450,"2,1",9909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,30,11,1068,1,1,4460
2731,03638103,861,771,5,18,49,3981,2282,3,7,19,2282,3,6,14,333,32,91,286,333,6,16,51,31,2,23,53,2,19,88,849,469,289,18,68,279,699,4,15,101,6190,2974,2434,1014,3436,66,0,12,19,96049,,791.568333333333,3638103,BU03638103,Calandlaan/Lelylaan,Amsterdam,Buurt,BU03638103,1,1240,640,600,175,115,315,390,245,665,390,140,55,190,580,175,15,90,195,110,,,,,680,380,140,170,"1,8",4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,1,1068,1,1,4323
2732,03638104,955.415398355482,390.733984785947,3.76132715657077,21.1718896082416,60.2921192058262,3507.45247879769,1815.92247448956,3,7,19.1504279482982,1815.92247448956,3,6,14,290.141877617164,11.622941070652,101.216447345787,352.631515315112,600.7751583825,2.77097824492116,20.9332167648124,63.0916175661823,391.495517567058,2.21635680401928,26.4445241796316,65.1850052836107,1.06592885572107,27.6597583376103,107.956385809489,1107.5677909791,468.005905285796,264.400874868834,13.6566409841719,78.2010688036438,353.033999703778,341.954121522423,4.41009877840019,16.9803071171033,126.150877298408,5940.28386814857,2460.18788262505,1967.07775570219,800.342902479911,3364.49690364127,66,0.366784752317486,12.8554773374983,19,28198.2963025279,462.023475171895,798.357835465199,3638104,BU03638104,Osdorp Zuidoost,Amsterdam,Buurt,BU03638104,1,3995,1900,2095,490,670,1055,900,890,2215,1175,360,260,690,1335,365,55,270,270,380,,,,,2330,1385,465,490,"1,7",8207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,49,3,1068,1,1,3852
