,gwb_code_2017,pharmacy_distance,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpraktijk, berekend over de weg",GP_1km,Aantal huisartsenpraktijken binnen 3 km,Aantal huisartsenpraktijken binnen 5 km,"Afstand in meters van een adres tot de dichtstbijzijnde huisartsenpost, berekend over de weg",hospital_distance,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (inclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot het dichtstbijzijnde ziekenhuis (exclusief buitenpolikliniek), berekend over de weg",Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 5 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 10 km,Aantal ziekenhuizen (exclusief buitenpolikliniek) binnen 20 km,"Afstand in meters van een adres tot de dichtstbijzijnde winkel met overige dagelijkse levensmiddelen, berekend over de weg",shops_1km,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 3 km over de weg te bereiken is,Aantal winkels met overige dagelijkse levensmiddelen dat binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde grote supermarkt, berekend over de weg",supermarkets_1km,Het aantal grote supermarkten dat vanaf het adres binnen 3 km over de weg te bereiken is,Het aantal grote supermarkten dat vanaf het adres binnen 5 km over de weg te bereiken is,"Afstand in meters van een adres tot de dichtstbijzijnde school voor basisonderwijs, berekend over de weg",schools_1km,Aantal scholen voor basisonderwijs binnen 3 km,Aantal scholen voor basisonderwijs binnen 5 km,Aantal kinderdagverblijven binnen 1 km,Aantal kinderdagverblijven binnen 3 km,Aantal kinderdagverblijven binnen 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde hotel, berekend over de weg",Aantal hotels dat vanaf het adres binnen 20 km over de weg te bereiken is,"Afstand in meters van een adres tot het dichtstbijzijnde restaurant, berekend over de weg",restaurants_1km,Aantal restaurants binnen 3 km over de weg te bereiken,Aantal restaurants binnen 5 km over de weg te bereiken,"Afstand in meters van een adres tot het dichtstbijzijnde caf , berekend over de weg",Aantal caf s binnen een straal van 1 km,Aantal caf s binnen een straal van 3 km,Aantal caf s binnen een straal van 5 km,"Afstand in meters van een adres tot het dichtstbijzijnde belangrijk overstapstation, berekend over de weg","Afstand in meters van een adres tot de dichtstbijzijnde oprit van een hoofdverkeersweg, berekend over de weg",distance_train_station_meters,"Afstand in meters van een adres tot de dichtstbijzijnde bibliotheek, berekend over de weg",distance_swimming_pool_meters,Aantal musea binnen 20 km,cinemas_5km,Aantal bioscopen binnen 10 km,Aantal bioscopen binnen 20 km,"Bruto inkomen huishouden, voorlopig inkomen 2017, na revisie","Netto huur, na revisie",rent_monthly,gwb_code_8,gwb_code_10,regio,gm_naam,recs,gwb_code,ind_wbi,a_inw,a_man,a_vrouw,a_00_14,a_15_24,a_25_44,a_45_64,a_65_oo,a_ongeh,a_gehuwd,a_gesch,a_verwed,a_w_all,a_nw_all,a_marok,a_antaru,a_suri,a_tur,a_ov_nw,a_geb,p_geb,a_ste,p_ste,a_hh,a_1p_hh,a_hh_z_k,a_hh_m_k,g_hhgro,bev_dich,a_woning,g_woz,p_1gezw,p_mgezw,p_bewndw,p_leegsw,p_koopw,p_huurw,p_wcorpw,p_ov_hw,p_e_o_w,p_bjj2k,p_bjo2k,g_ele,g_ele_ap,g_ele_tw,g_ele_hw,g_ele_2w,g_ele_vw,g_ele_hu,g_ele_ko,g_gas,g_gas_ap,g_gas_tw,g_gas_hw,g_gas_2w,g_gas_vw,g_gas_hu,g_gas_ko,p_stadsv,a_inkont,g_ink_po,g_ink_pi,p_ink_li,p_ink_hi,p_n_act,p_hh_li,p_hh_hi,p_hh_lkk,p_hh_osm,a_soz_wb,a_soz_ao,a_soz_ww,a_soz_ow,g_wodief,g_vernoo,g_gewsek,a_bedv,a_bed_a,a_bed_bf,a_bed_gi,a_bed_hj,a_bed_kl,a_bed_mn,a_bed_ru,a_pau,a_bst_b,a_bst_nb,g_pau_hh,g_pau_km,a_m2w,g_afs_hp,g_afs_gs,g_afs_kv,g_afs_sc,g_3km_sc,a_opp_ha,a_lan_ha,a_wat_ha,pst_mvp,pst_dekp,ste_mvs,ste_oad
2457,03630000,195.430786587167,239.430786587167,6.30830928731517,58.1223438554028,139.978350683981,2602.27002571566,1053.15363675068,2.86350973154213,9,17.2835717055879,2732.27002571566,1.86350973154213,7,13,40.1044327605384,130.423384709515,542.902707421282,978.860455176889,244.158566134729,7,68.9523953839116,142.529603513703,369.29429631871,2.20405950354846,31.9430219335816,105.522959959536,4.21035426183399,88.0047595323883,232.380539625815,35.6367199858176,466.950312037371,4.08836635324774,289.007435718236,1222.48467508346,1743.47991555107,18.088069050356,180.794405270554,557.846176579724,734.210354261834,489.354656850856,4274.87950083217,489.354656850856,907.731457599466,1975.70758496405,68,14,15,21,25377.5350810236,1130.12384184796,1227.27388240551,3630000,BU03630000,Kop Zeedijk,Amsterdam,Buurt,BU03630000,1,1035,610,420,45,100,575,250,75,800,160,70,15,340,175,5,10,25,10,130,,,,,755,525,180,45,"1,4",17048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2,1012,1,1,6718
2458,03630002,323.594672203737,174.744497260985,6,65.8237868881495,142.607928962716,2398.0045025619,857.84142074567,3,9,17.6079289627165,2528.61243152461,2,7,13,44.3934674333176,91.2846754445196,491.793529903815,980.462209776227,197.883666002301,8.43541267513145,64.8860207825501,141.026093196832,400.079289627165,2,36.0396448135825,109.823786888149,16.3577205147937,112.586853810007,240.369322183602,263.635944346833,470.870825350263,52.4361165793952,217.316474117622,1020.20570723112,1710.24585301014,76.9455803598167,118.223586524997,425.842588430426,707.244561675715,1569.09261571712,2944.87407505851,1455.44990750781,1181.14532249535,1945.44934970839,68,14,15,21,50500.6466776944,768.371435548875,968.183111102332,3630002,BU03630002,Burgwallen Oost,Amsterdam,Buurt,BU03630002,1,1570,860,710,100,230,760,330,170,1190,260,115,20,515,295,20,20,30,15,215,,,,,1105,765,240,95,"1,4",25257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1012,1,1,7492
2459,03630003,168,166,8,70,139,2482,662,3,9,17,2612,2,7,13,53,151,599,1005,341,9,77,145,689,2,39,107,4,121,249,111,471,53,379,1355,1782,33,234,605,744,1033,4007,1033,1444,1750,68,14,15,21,17735,242.346659342448,602.406659342448,3630003,BU03630003,Nes e.o.,Amsterdam,Buurt,BU03630003,1,350,180,170,25,60,185,65,30,270,65,20,5,125,35,0,5,5,5,30,,,,,235,145,65,15,"1,5",6584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,1012,1,1,9866
2460,03630004,286.122141818415,225.694587020364,6.73663676579858,68.4097371524493,141.471790017247,2357.69090255885,781.122141818415,3,9,17,2487.69090255885,2,7,13,49.0155216295148,133.339950084392,604.471790017247,1005.4910911772,430.335674683726,8.49109117719905,79.7544544114005,147.7544544114,681.978456046956,2,39.6359815810967,108.226244428647,4,119.855109596102,249.08135402475,82.4097903754447,471.508908822801,132.950818367525,374.8372919505,1362.19982685505,1782.93646362085,66.6948727050749,231.673100386651,603.754454411401,744,1138.33445457789,4125.69458702036,1138.33445457789,1472.11326300851,1746.04725547089,68.7544544114005,14,15,21,28764.1849916972,1077.10629322632,1187.38248965612,3630004,BU03630004,BG-terrein e.o.,Amsterdam,Buurt,BU03630004,1,625,345,280,40,80,275,155,80,455,130,40,15,175,100,10,5,15,5,65,,,,,435,305,85,45,"1,4",7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,2,1012,1,1,8417
2461,03630102,753.916206531237,618.916206531237,5.91667645678219,49,131.916676456782,3270.91620653124,981.916206531237,3,9,17,3400.91620653124,2,7,13,26.9162065312369,124.166764567822,489.166764567822,948.333411654257,435.916206531237,5.91667645678219,60,137.916676456782,862.916206531237,1,29.8333529135644,96.8333529135644,1,76.7500293703466,225.583382283911,89.9162065312369,468.916676456782,0,263.000234962773,1123.00011748139,1725.91679393817,62.9162065312369,151.000117481386,530.000117481386,730,517.916206531237,4139.99953007445,517.916206531237,1309.91620653124,1643.91620653124,68,13,15,21,42623.634986373,940.081796285196,1085.04387070887,3630102,BU03630102,Nieuwendijk Noord,Amsterdam,Buurt,BU03630102,1,465,265,195,20,80,260,90,25,380,60,25,5,185,100,5,5,10,5,80,,,,,335,225,85,20,"1,4",8443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1012,1,1,7085
2462,03630103,822,99,8,52,135,3339,688,3,9,18,3469,2,7,13,47,162,531,981,484,9,62,142,367,3,34,100,5,90,235,0,472,47,340,1179,1751,206,170,547,738,621,3702,621,1447,1087,68,13,16,21,33496,835,954.7,3630103,BU03630103,Spuistraat Noord,Amsterdam,Buurt,BU03630103,1,805,430,370,45,110,440,150,70,610,150,40,10,315,125,5,5,15,10,90,,,,,560,375,140,40,"1,4",16036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,1012,1,1,9750
2463,03630104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72921,1275,1446.37,3630104,BU03630104,Nieuwe Kerk e.o.,Amsterdam,Buurt,BU03630104,1,825,470,355,60,115,475,140,45,640,150,35,10,315,140,10,5,15,10,100,,,,,550,340,165,40,"1,5",9797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,1012,1,1,9548
2464,03630105,,,,,,,,,,,,,,,46,136,635,986,286,6,71,139,,,,,6,128,245,44,471,0,288,1359,1765,0,157,609,739,1249,3724,1249,,,,,,,6526,1304,1421.47,3630105,BU03630105,Spuistraat Zuid,Amsterdam,Buurt,BU03630105,1,730,395,330,55,110,350,165,65,575,120,40,10,280,110,5,5,10,5,90,,,,,520,375,95,45,"1,4",12269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1012,1,1,9971
2465,03630106,594.669428595837,462.925857960545,5.83471429791858,68.4173571489593,137,2700.33492932199,453.384213998913,3,9,17,2830.91757217303,2,7,13,140.810286983532,120.173571489593,613.417357148959,979.747928553122,563.970784719636,7.58264285104071,71.1652857020814,139.582642851041,1005.38421399891,0.417357148959289,42.2520714468779,105.834714297919,3.83471429791858,124,245.330571404163,244.541643961631,471,53.9712147677839,305.070214169774,1352.07849995728,1764.07849995728,108.69035808869,166.809856935384,598.582642851041,736.582642851041,1343.45442816869,3966.1940709343,1343.45442816869,1742.38421399891,1555.38421399891,68.5826428510407,13,15,21,28474.1925697302,702.977012384989,821.228798339244,3630106,BU03630106,Begijnhofbuurt,Amsterdam,Buurt,BU03630106,1,420,170,250,10,50,225,75,75,325,45,50,10,130,75,5,5,5,5,55,,,,,315,230,70,10,"1,3",6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,1012,1,1,9925
2466,03630200,744.911539183557,266.121317673863,7.91799344002889,49.9107908058684,134.647086678511,3606.58046087677,1095.12818360068,3,9,18,3736.61786283967,2,7,14,119.283891465163,129.847408107873,492.654454739516,981.136821988818,342.091212800414,7.98522176795129,54.4299805980477,141.624462947654,356.658540747484,2.78154333435576,32.9852217679513,101.082649424618,4.47296470901284,85.8660831459946,225.912411291969,130.767089460504,471.691691275577,166.487967019601,238.997775566689,1103.55474827103,1742.62070633073,101.231315330476,103.524926889709,525.712551839336,735.399073548769,803.505261761123,3530.48524504193,803.505261761123,1400.11228198164,983.224040183354,67.6392411797031,13,15.7064695076255,21,89947.5928002355,752.254160478833,1120.41328237896,3630200,BU03630200,Langestraat e.o.,Amsterdam,Buurt,BU03630200,1,1840,975,865,165,190,595,510,395,1105,550,135,55,565,155,0,10,20,10,120,,,,,1160,700,305,150,"1,6",18959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,3,1015,1,1,9622
2467,03630201,742.387671377532,181.317709140651,10.477256971355,57.9545139427101,137.95451394271,3352.22743028645,700.704687257805,3,9,19,3482.22743028645,2,7,14,185.432464174444,158.90902788542,558.022396398456,991.477256971355,506.704687257805,9,60.9545139427101,141.522743028645,303.499653369811,3.47725697135503,36,102,4,92.0454860572899,237.95451394271,124.794272851627,472,120.31840240103,277.568229085935,1220.5451394271,1768.81805577084,97.8404521692959,130.09097211458,570.113368513036,742.431770914065,888.430384393308,3476.38767137753,888.430384393308,1597.7046872578,1007.7046872578,68,13,16,21,51120.2045935762,,530.733768177499,3630201,BU03630201,Leliegracht e.o.,Amsterdam,Buurt,BU03630201,1,1810,940,865,140,345,600,460,275,1245,445,100,25,645,230,5,15,15,20,185,,,,,1160,740,280,135,"1,6",13306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,4,1015,4,1,10831
2468,03630202,548.988411017602,270.820906620196,11.2490686457848,73.2615112373518,135.997071896758,3126.02572629066,471.901282662045,3,9,17.959532536465,3256.32817978466,2,7,13.8166075660206,139.746523876176,131.214447793977,656.032453756437,999.822652186913,157.545830176216,8.07566549324107,73.3504645869274,142.275661480329,471.901041182522,3.45784112056743,44.6541308746667,108.786308498487,6.8332111191295,132.53546506627,248.492631492183,167.419887146781,472.657079042467,113.256583004657,291.002216813602,1371.889471535,1783.08622148277,161.593775115785,135.514656587782,626.256637055145,742.756608446134,1477.36915311146,3375.70862942504,1477.36915311146,1358.31748567875,1195.89345475551,68.1595285235534,13,15,21,319431.438697866,929.338316839898,2012.18488051092,3630202,BU03630202,Felix Meritisbuurt,Amsterdam,Buurt,BU03630202,1,2035,1075,955,135,240,745,615,315,1320,545,130,50,690,215,5,15,20,20,155,,,,,1330,845,325,160,"1,5",12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,4,1016,1,1,11492
2469,03630203,234,419,12,77,139,2881,765,3,10,17,3011,2,8,13,250,90,686,1023,516,12,80,148,702,3,52,112,10,147,256,120,472,21,253,1446,1799,91,109,630,743,1952,3348,1952,1314,1113,70,13,15,21,250448,,638.381666666667,3630203,BU03630203,Leidsegracht Noord,Amsterdam,Buurt,BU03630203,1,685,375,305,45,85,250,195,120,435,185,45,25,210,85,0,10,5,10,65,,,,,445,275,120,50,"1,5",12828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2,1016,1,1,9794
2470,03630300,232,669,10,75,141,2544,876,3,10,17,2674,2,8,13,181.710154591554,70.0995584960194,682.900441503981,1027.73303899735,497.656364907119,8,85.5339220053075,150,725,2,48,110,6.09955849601938,146.733038997346,257,250.909271583593,472.633480501327,147.207947071651,230.764753482751,1435.39823398408,1799.63348050133,254.343635092881,102.366519498673,611.832597493366,740,2105.71015459155,3424.34363509288,2105.71015459155,1678,944,70,13,15,21,48005.8289455652,3466,2834.16753959996,3630300,BU03630300,Spiegelbuurt,Amsterdam,Buurt,BU03630300,1,810,455,355,80,75,355,205,105,525,230,55,15,300,130,5,10,10,15,90,,,,,500,295,125,75,"1,6",10210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,1,1017,1,1,9293
2471,03630302,369,397,8,80,141,2277,1096,4,10,17,2407,3,8,13,36.9529086390407,68,695.49033447605,1019.82125517084,167.126798251591,7.1920293109368,93.2185982744808,150.602656896354,399,4,51,112,6.2053137927088,142.629225859898,256.410627585418,119.522950005722,472.602656896354,51.5036189578216,210.768117243747,1446.11956033595,1795.41062758542,186.754832761975,85.4106275854176,612.629225859898,737.602656896354,2465.79954142391,3213.25240515367,2465.79954142391,1584,673,70,13,15,21,49213.258168585,1280,1432.68632730455,3630302,BU03630302,Van Loonbuurt,Amsterdam,Buurt,BU03630302,1,1425,730,695,130,190,490,375,260,865,415,110,45,420,125,5,10,5,15,90,,,,,870,520,215,130,"1,6",10995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,2,1017,1,1,9069
2472,03630303,104.35779749807,281.066315633782,6,80.1665508402492,137.084995600404,1572.95498705611,1439.19148966696,2,11.8300087991924,16,1702.95498705611,1,9.83000879919243,12,71.9978915080475,58.8403298808675,693.686845524347,1003.72711643749,286.516488635612,11.0781148792871,95.9965596394416,144.58808848171,438.923285853249,2.91500439959621,44.5880884817098,103.173431561366,7.07811487928706,126,250.169991200808,173.186919796041,467.081555239845,89.521753465038,144.216766331615,1393.76426544513,1796.32073015527,58.6223996069245,52.1933787662114,586.516159365035,744.241920317483,2330.85209469441,3422.30660302511,2330.85209469441,1556.38815826496,1381.96342327208,66.0849956004038,13.8334491597508,15,20,69230.3502242063,1601.42386238793,1339.0480958432,3630303,BU03630303,Amstelveldbuurt,Amsterdam,Buurt,BU03630303,1,1505,785,720,160,210,440,470,240,955,435,90,40,415,165,5,10,20,20,115,,,,,915,545,215,150,"1,6",13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,4,1017,1,1,9047
2473,03630305,627.988801838414,345.28524124893,7,76.5692758486275,140.054923521049,2288.07313463675,759.461007336488,3,9.52746176052467,17,2418.07313463675,2,7.52746176052467,13,44.2882532007959,67.2771033945102,640.253370317881,989.967351913872,559.438813692643,4.81543979119412,81.6726936704911,145.986890567054,735.843820963075,1.52746176052467,46.1714507758594,107.356010984665,3.05492352104935,114.2615081723,250.643989015335,119.176552500763,468.643989015335,12.1316204920675,158.026745028496,1362.97480928166,1773.50124289463,9.61229658596248,82.6464748045981,584.995554584076,736.171450775859,2127.74952074573,3701.43881369264,2127.74952074573,1851.40804339995,1289.52103254029,69,13.5274617605247,15,21,68233.6076950266,811.342606475092,1010.86950687082,3630305,BU03630305,Reguliersbuurt,Amsterdam,Buurt,BU03630305,1,380,220,155,20,90,220,55,10,320,50,10,5,150,105,0,5,5,10,90,,,,,275,195,65,10,"1,4",9386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,1017,1,1,9542
2474,03630306,722.713267234691,393.713267234691,7,71.1993829193167,139,2696.18087049882,415.891052330092,3,9,17,2826.18087049882,2,7,13,5.28364736189214,29.700925621025,514.202468322733,957.302159782392,170.38333882155,1,59,134.700925621025,787.81295869435,1,49.0996914596583,111.900308540342,1,81.6012341613666,233.700925621025,170.38333882155,464.900308540342,0,85.5046281051249,1211.10586226649,1732.40185124205,300.38333882155,35.0030854034166,538.102776863075,730.900308540342,1874.28364736189,4307.28364736189,1874.28364736189,1516.71326723469,1342.41419285572,69,13,15,21,69307.4209884687,1261.81700264809,1444.50360241176,3630306,BU03630306,Leidsegracht Zuid,Amsterdam,Buurt,BU03630306,1,645,370,275,55,85,245,175,105,440,160,35,25,225,65,5,5,10,0,50,,,,,405,245,95,55,"1,6",11910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,1017,1,1,9771
2475,03630401,515,262,5,62,135,2604,1626,2,9,17,2559,1,7,13,255,59,506,934,515,7,66,134,592,2,30,102,5,70,217,0,463,121,171,1102,1700,0,118,531,726,785,4677,785,625,2336,67,14,15,20,50568,,1292.22166666667,3630401,BU03630401,Scheepvaarthuisbuurt,Amsterdam,Buurt,BU03630401,1,730,360,370,55,125,295,165,105,520,165,40,15,220,55,5,5,10,5,40,,,,,470,295,125,50,"1,6",13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,5,1011,1,1,6302
2476,03630402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114790,,2096.39555555556,3630402,BU03630402,Rapenburg,Amsterdam,Buurt,BU03630402,1,985,475,510,100,210,360,235,95,710,220,55,15,340,175,15,10,25,15,115,,,,,625,380,150,90,"1,6",10767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,7,1011,1,1,6005
2477,03630403,337.495703574689,186.312288506622,4.34539542786527,62.7177377245865,137.556104438587,2342.26508825436,1403.20198152844,2,9,17.5561044385868,2473.06599308679,1,7,13,175.551150530138,72.904440256844,555.9412956661,957.121672986594,334.488525456208,7.29759530112018,72.4048093977596,137.814613576054,255.412420309907,2,32.7618186687742,103.901499866452,5,82.0232276862986,222.320018007838,231.14339879425,465.901499866452,150.96775840022,201.674487947396,1207.76864850644,1729.28506681188,209.402496263892,140.998225137791,558.047745293492,731.887736289574,904.760804807948,4691.4289017722,904.760804807948,842.74432051112,2365.98620574647,68,14,15,21,75595.3764647213,1456.24089367504,2811.32386697571,3630403,BU03630403,Lastage,Amsterdam,Buurt,BU03630403,1,1065,555,505,95,110,400,310,160,750,235,75,15,280,110,10,10,10,10,75,,,,,695,440,160,90,"1,5",20286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,1011,1,1,6578
2478,03630404,363.54779533533,213.018464666227,5,67.806700879246,140.599383767127,2148.40432016561,1181.99478224779,2.4994555925678,9,17.7451374375478,2278.73262364226,1.4994555925678,7,12.7451374375478,78.1580410485241,86.1295920266506,593.25150817051,980.315046032802,194.685233946393,7.39296932520509,75.0781592348894,143.828321351493,234.958380351685,2,35.9448473109519,106.312277067556,6.17456410629168,90.8146794773545,233.326025123983,236.439449285791,466.845881570384,97.81786802576,242.325932202816,1278.31116289757,1753.84172916065,48.5831402869782,167.762189733911,572.739417586327,735.058131960574,1035.27172660836,4526.09194767218,1035.27172660836,1084.3691220828,2184.63765340946,67.9197015438394,14,15,20.7404770160642,25279.6578668524,338.596008991056,685.165928023143,3630404,BU03630404,Nieuwmarkt,Amsterdam,Buurt,BU03630404,1,1630,790,840,125,150,425,535,405,1035,315,225,60,400,235,10,15,65,10,140,,,,,1065,740,165,155,"1,5",27429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,1011,1,1,7270
2479,03630405,629.624633300546,425.431901296921,5.23662616786168,65.1747437573692,137.954891753386,1994.99993327789,1482.5114090323,2,9.47325233572336,17,2124.99993327789,1,7.47325233572336,12,264.838716097753,54.3347547589629,585.044814723231,966.935126213272,348.211942581983,6.71826558552423,78.0110849347912,138.428144089109,215.47153118427,2,35.4449182529876,103.67315733891,7.23662616786168,85.9659766881771,227.047806099466,182.500940553416,463.428144089109,162.456216733473,177.029425522706,1246.07854451167,1743.2903029571,203.344484139539,127.956458177423,564.1942157741,735.138022592694,1339.98786093821,4633.78595196368,1339.98786093821,1257.32913225199,2336.79834978797,66.4816394176625,14,15,20,57677.7032392727,465.053915396536,585.035192916413,3630405,BU03630405,Uilenburg,Amsterdam,Buurt,BU03630405,1,1175,625,550,85,105,435,375,190,750,290,115,30,305,240,10,10,25,20,175,,,,,795,515,180,100,"1,5",14642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,3,1011,1,1,6565
2480,03630406,493.545314297183,600.645222984247,2.67650926401476,62.3519804986947,135.83773561734,2008.74163808627,1857.77975659828,2,9,16.1612263533252,1879.54531429718,1,7,12,659.217127700446,14.9942229429287,542.54472581204,943.649081316825,316.013240867218,4.05529275188782,70.0832572124893,133.358319335574,736.5450691356,1.78412279154187,37.1371413195714,99.1601883239904,7.22663553950209,70.8404266098979,217.72090428928,250.169892703692,457.947859680893,152.763439035458,52.544018568237,1145.76295104042,1710.31483615454,117.434701622366,24.4383304084384,531.836393022263,726.505083567624,1652.99854991608,4796.59733960336,1652.99854991608,1463.16796557382,2382.80295575253,63.3224527066504,14,15,19.41886780867,42268.8991970765,647.375012248223,779.291907893989,3630406,BU03630406,Valkenburg,Amsterdam,Buurt,BU03630406,1,1210,625,580,105,125,385,350,260,725,305,140,50,365,180,10,10,35,10,115,,,,,820,550,165,100,"1,5",17853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,1011,1,1,6955
2481,03630407,709,351,7,72,143,2047,1105,3,9,16,2177,2,7,12,85,91,607,1007,435,7,79,149,655,2,39,110,4,107,245,58,468,61,251,1322,1781,119,147,581,743,1436,4196,1436,1584,1694,68,14,15,20,198940,,1208.67638888889,3630407,BU03630407,Zuiderkerkbuurt,Amsterdam,Buurt,BU03630407,1,1510,845,660,80,175,480,485,300,995,330,150,45,390,215,15,10,35,25,140,,,,,1065,755,195,115,"1,4",22212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2,1011,1,1,8242
2482,03630408,759.756989212099,545.086157019864,5,74.5924053082171,141.592405308217,1715.48354160961,1386.56206523939,2,11,17,1845.48354160961,1,9,12,54.5924053082171,58.1518938356578,618.815189383566,989.85316284248,177.14435719133,7.40759469178289,83.4075946917829,140.445568150697,400.086157019864,2,33.5924053082171,109.184810616434,10.1848106164342,92.0379734589145,238.554431849303,309.344337842178,466.222784075349,43.4025380136449,179.754412500151,1317.03797345891,1773.73924246574,118.384791267282,115.901249657671,575.151893835658,740.184810616434,1567.08615701986,4243.67083219224,1567.08615701986,1628.08615701986,1996.44299143875,66.8151893835658,14,15,20,40997.1413839715,411,611.943826274371,3630408,BU03630408,Waterloopleinbuurt,Amsterdam,Buurt,BU03630408,1,875,455,415,80,85,310,260,155,590,190,80,25,240,140,10,10,25,5,95,,,,,605,415,115,70,"1,4",7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,2,1011,1,1,7991
2483,03630500,1163.70529504663,59.8743383898788,3,34.4474541795635,113.447454179563,4124.15274922619,2008.15274922619,3,8,18,4254.15274922619,2,6,14,272.678207430558,35.5796334365077,363.237270897817,855.579633436508,780.152749226192,2,31.8949083591269,120.34236253869,826.874338389879,2,19,80.4474541795635,1,53.5525458204365,177,217.125661610121,464,217.125661610121,27.1592668730154,860.213442105158,1609.68472507738,272.678207430558,20.2372708978173,438.816904334325,714,1088.15274922619,3631.87433838988,1088.15274922619,1449.32179256944,1698.70529504663,67,14,16,20,64994.3676326631,,1216.12446426794,3630500,BU03630500,Westerdokseiland,Amsterdam,Buurt,BU03630500,1,1915,975,940,290,145,560,570,365,1085,610,175,60,420,470,50,15,145,30,235,,,,,1010,465,305,235,"1,9",11913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16,18,1013,1,1,6432
